id	level	name	desc	kind	iconFrom
9507	6	Mithril Heavy Set	Poison resistance +47%.	set	58
9508	1	Composite Set	Weight limit +2983.	set	60
9508	2	Composite Set	Weight limit +4261.	set	60
9508	3	Composite Set	Weight limit +5795.	set	60
9508	4	Composite Set	Weight limit +7244.	set	60
9508	5	Composite Set	Weight limit +8522.	set	60
9508	6	Composite Set	Weight limit +10056.	set	60
9509	1	Ring Mail Set	Speed +2, HP regeneration +1.8%, STR +3, CON -1, DEX -2.	set	347
9509	2	Ring Mail Set	Speed +4, HP regeneration +2.6%, STR +3, CON -1, DEX -2.	set	347
9509	3	Ring Mail Set	Speed +5, HP regeneration +3.6%, STR +3, CON -1, DEX -2.	set	347
9509	4	Ring Mail Set	Speed +6, HP regeneration +4.5%, STR +3, CON -1, DEX -2.	set	347
9509	5	Ring Mail Set	Speed +7, HP regeneration +5.3%, STR +3, CON -1, DEX -2.	set	347
9509	6	Ring Mail Set	Speed +8, HP regeneration +6.2%, STR +3, CON -1, DEX -2.	set	347
9510	1	Scale Set	P. Atk. +1.4%, Accuracy +1, Stun resistance +18%, STR +2, CON -2.	set	348
9510	2	Scale Set	P. Atk. +2%, Accuracy +2, Stun resistance +25%, STR +2, CON -2.	set	348
9510	3	Scale Set	P. Atk. +2.7%, Accuracy +2, Stun resistance +34%, STR +2, CON -2.	set	348
9510	4	Scale Set	P. Atk. +3.4%, Accuracy +3, Stun resistance +42%, STR +2, CON -2.	set	348
9510	5	Scale Set	P. Atk. +4%, Accuracy +3, Stun resistance +50%, STR +2, CON -2.	set	348
9510	6	Scale Set	P. Atk. +4.7%, Accuracy +4, Stun resistance +59%, STR +2, CON -2.	set	348
9511	1	Compound Scale Set	Atk. Spd. +2.8%, Weight limit +2016, Poison resistance +28%, STR +2, CON -2.	set	349
9511	2	Compound Scale Set	Atk. Spd. +4%, Weight limit +2880, Poison resistance +40%, STR +2, CON -2.	set	349
9511	3	Compound Scale Set	Atk. Spd. +5.4%, Weight limit +3916, Poison resistance +54%, STR +2, CON -2.	set	349
9511	4	Compound Scale Set	Atk. Spd. +6.8%, Weight limit +4895, Poison resistance +68%, STR +2, CON -2.	set	349
9511	5	Compound Scale Set	Atk. Spd. +8%, Weight limit +5759, Poison resistance +80%, STR +2, CON -2.	set	349
9511	6	Compound Scale Set	Atk. Spd. +9.4%, Weight limit +6796, Poison resistance +94%, STR +2, CON -2.	set	349
9512	1	Dwarven Scale Set	P. Def. +2.8%, Max HP +156.	set	350
9512	2	Dwarven Scale Set	P. Def. +4%, Max HP +222.	set	350
9512	3	Dwarven Scale Set	P. Def. +5.4%, Max HP +303.	set	350
9512	4	Dwarven Scale Set	P. Def. +6.8%, Max HP +378.	set	350
9512	5	Dwarven Scale Set	P. Def. +8%, Max HP +445.	set	350
9512	6	Dwarven Scale Set	P. Def. +9.4%, Max HP +525.	set	350
9513	1	Blast Set	Max CP +81, CP regeneration +14%.	set	351
9513	2	Blast Set	Max CP +116, CP regeneration +20%.	set	351
9513	3	Blast Set	Max CP +158, CP regeneration +27.2%.	set	351
9513	4	Blast Set	Max CP +197, CP regeneration +34%.	set	351
9513	5	Blast Set	Max CP +232, CP regeneration +40%.	set	351
9513	6	Blast Set	Max CP +274, CP regeneration +47.2%.	set	351
9514	1	Brigandine Set	P. Def. +3.5%, Max HP +107.	set	352
9514	2	Brigandine Set	P. Def. +5%, Max HP +153.	set	352
9514	3	Brigandine Set	P. Def. +6.8%, Max HP +208.	set	352
9514	4	Brigandine Set	P. Def. +8.5%, Max HP +260.	set	352
9514	5	Brigandine Set	P. Def. +10%, Max HP +306.	set	352
9514	6	Brigandine Set	P. Def. +11.8%, Max HP +361.	set	352
9515	1	Half Plate Set	HP recovery +1.4%, Paralysis resistance +18%, STR -2, CON +2.	set	353
9515	2	Half Plate Set	HP recovery +2%, Paralysis resistance +25%, STR -2, CON +2.	set	353
9515	3	Half Plate Set	HP recovery +2.7%, Paralysis resistance +34%, STR -2, CON +2.	set	353
9515	4	Half Plate Set	HP recovery +3.4%, Paralysis resistance +42%, STR -2, CON +2.	set	353
9515	5	Half Plate Set	HP recovery +4%, Paralysis resistance +50%, STR -2, CON +2.	set	353
9515	6	Half Plate Set	HP recovery +4.7%, Paralysis resistance +59%, STR -2, CON +2.	set	353
9516	1	Chain Mail Set	Dagger resistance -2.7%.	set	354
9516	2	Chain Mail Set	Dagger resistance -3.8%.	set	354
9516	3	Chain Mail Set	Dagger resistance -5.2%.	set	354
9516	4	Chain Mail Set	Dagger resistance -6.6%.	set	354
9516	5	Chain Mail Set	Dagger resistance -7.7%.	set	354
9516	6	Chain Mail Set	Dagger resistance -9.1%.	set	354
9517	1	Dwarven Chain Mail Set	P. Def. +1.8%, Max HP +103.	set	355
9517	2	Dwarven Chain Mail Set	P. Def. +2.6%, Max HP +147.	set	355
9517	3	Dwarven Chain Mail Set	P. Def. +3.6%, Max HP +200.	set	355
9517	4	Dwarven Chain Mail Set	P. Def. +4.4%, Max HP +250.	set	355
9517	5	Dwarven Chain Mail Set	P. Def. +5.2%, Max HP +294.	set	355
9517	6	Dwarven Chain Mail Set	P. Def. +6.2%, Max HP +347.	set	355
9518	1	Full Plate Set	Max HP +139.	set	356
9518	2	Full Plate Set	Max HP +199.	set	356
9518	3	Full Plate Set	Max HP +270.	set	356
9518	4	Full Plate Set	Max HP +337.	set	356
9518	5	Full Plate Set	Max HP +397.	set	356
9518	6	Full Plate Set	Max HP +469.	set	356
9519	1	Zubei Heavy Set	P. Def. +2.2%, Max HP +121.	set	357
9519	2	Zubei Heavy Set	P. Def. +3.1%, Max HP +173.	set	357
9519	3	Zubei Heavy Set	P. Def. +4.2%, Max HP +235.	set	357
9519	4	Zubei Heavy Set	P. Def. +5.2%, Max HP +294.	set	357
9519	5	Zubei Heavy Set	P. Def. +6.2%, Max HP +346.	set	357
9519	6	Zubei Heavy Set	P. Def. +7.3%, Max HP +408.	set	357
9520	1	Blue Wolf Heavy Set	Speed +3, HP regeneration +2.2%, STR +3, CON -1, DEX -2.	set	358
9520	2	Blue Wolf Heavy Set	Speed +4, HP regeneration +3.1%, STR +3, CON -1, DEX -2.	set	358
9520	3	Blue Wolf Heavy Set	Speed +6, HP regeneration +4.2%, STR +3, CON -1, DEX -2.	set	358
9520	4	Blue Wolf Heavy Set	Speed +7, HP regeneration +5.3%, STR +3, CON -1, DEX -2.	set	358
9520	5	Blue Wolf Heavy Set	Speed +8, HP regeneration +6.2%, STR +3, CON -1, DEX -2.	set	358
9520	6	Blue Wolf Heavy Set	Speed +10, HP regeneration +7.3%, STR +3, CON -1, DEX -2.	set	358
9521	1	Shining Dragon Set	Max HP +112, Breath +70, STR -3, CON +3.	set	359
9521	2	Shining Dragon Set	Max HP +160, Breath +100, STR -3, CON +3.	set	359
9521	3	Shining Dragon Set	Max HP +218, Breath +136, STR -3, CON +3.	set	359
9521	4	Shining Dragon Set	Max HP +272, Breath +170, STR -3, CON +3.	set	359
9521	5	Shining Dragon Set	Max HP +320, Breath +200, STR -3, CON +3.	set	359
9521	6	Shining Dragon Set	Max HP +378, Breath +236, STR -3, CON +3.	set	359
9522	1	Armor of Victory Set	Speed +2, HP regeneration +1.8%, STR +3, CON -1, DEX -2.	set	360
9522	2	Armor of Victory Set	Speed +4, HP regeneration +2.6%, STR +3, CON -1, DEX -2.	set	360
9522	3	Armor of Victory Set	Speed +5, HP regeneration +3.6%, STR +3, CON -1, DEX -2.	set	360
9522	4	Armor of Victory Set	Speed +6, HP regeneration +4.5%, STR +3, CON -1, DEX -2.	set	360
9522	5	Armor of Victory Set	Speed +7, HP regeneration +5.3%, STR +3, CON -1, DEX -2.	set	360
9522	6	Armor of Victory Set	Speed +8, HP regeneration +6.2%, STR +3, CON -1, DEX -2.	set	360
9523	1	Breastplate of Valor Set	P. Atk. +1.4%, Accuracy +1, Stun resistance +18%, STR +2, CON -2.	set	361
9523	2	Breastplate of Valor Set	P. Atk. +2%, Accuracy +2, Stun resistance +25%, STR +2, CON -2.	set	361
9523	3	Breastplate of Valor Set	P. Atk. +2.7%, Accuracy +2, Stun resistance +34%, STR +2, CON -2.	set	361
9523	4	Breastplate of Valor Set	P. Atk. +3.4%, Accuracy +3, Stun resistance +42%, STR +2, CON -2.	set	361
9523	5	Breastplate of Valor Set	P. Atk. +4%, Accuracy +3, Stun resistance +50%, STR +2, CON -2.	set	361
9523	6	Breastplate of Valor Set	P. Atk. +4.7%, Accuracy +4, Stun resistance +59%, STR +2, CON -2.	set	361
9524	1	Glorious Set	Atk. Spd. +2.8%, Weight limit +2016, Poison resistance +28%, STR +2, CON -2.	set	362
9524	2	Glorious Set	Atk. Spd. +4%, Weight limit +2880, Poison resistance +40%, STR +2, CON -2.	set	362
9524	3	Glorious Set	Atk. Spd. +5.4%, Weight limit +3916, Poison resistance +54%, STR +2, CON -2.	set	362
9524	4	Glorious Set	Atk. Spd. +6.8%, Weight limit +4895, Poison resistance +68%, STR +2, CON -2.	set	362
9524	5	Glorious Set	Atk. Spd. +8%, Weight limit +5759, Poison resistance +80%, STR +2, CON -2.	set	362
9524	6	Glorious Set	Atk. Spd. +9.4%, Weight limit +6796, Poison resistance +94%, STR +2, CON -2.	set	362
9525	1	Red Flame Set	P. Def. +2.8%, Max HP +156.	set	363
9525	2	Red Flame Set	P. Def. +4%, Max HP +222.	set	363
9525	3	Red Flame Set	P. Def. +5.4%, Max HP +303.	set	363
9525	4	Red Flame Set	P. Def. +6.8%, Max HP +378.	set	363
9525	5	Red Flame Set	P. Def. +8%, Max HP +445.	set	363
9525	6	Red Flame Set	P. Def. +9.4%, Max HP +525.	set	363
9526	1	Elven Crystal Set	Max CP +81, CP regeneration +14%.	set	364
9526	2	Elven Crystal Set	Max CP +116, CP regeneration +20%.	set	364
9526	3	Elven Crystal Set	Max CP +158, CP regeneration +27.2%.	set	364
9526	4	Elven Crystal Set	Max CP +197, CP regeneration +34%.	set	364
9526	5	Elven Crystal Set	Max CP +232, CP regeneration +40%.	set	364
9526	6	Elven Crystal Set	Max CP +274, CP regeneration +47.2%.	set	364
9527	1	Dark Crystal Heavy Set	HP recovery +1.4%, Paralysis resistance +18%, STR -2, CON +2.	set	365
9527	2	Dark Crystal Heavy Set	HP recovery +2%, Paralysis resistance +25%, STR -2, CON +2.	set	365
9527	3	Dark Crystal Heavy Set	HP recovery +2.7%, Paralysis resistance +34%, STR -2, CON +2.	set	365
9527	4	Dark Crystal Heavy Set	HP recovery +3.4%, Paralysis resistance +42%, STR -2, CON +2.	set	365
9527	5	Dark Crystal Heavy Set	HP recovery +4%, Paralysis resistance +50%, STR -2, CON +2.	set	365
9527	6	Dark Crystal Heavy Set	HP recovery +4.7%, Paralysis resistance +59%, STR -2, CON +2.	set	365
9528	1	Implosion Set	HP recovery +1.4%, Paralysis resistance +18%, STR -2, CON +2.	set	366
9528	2	Implosion Set	HP recovery +2%, Paralysis resistance +25%, STR -2, CON +2.	set	366
9528	3	Implosion Set	HP recovery +2.7%, Paralysis resistance +34%, STR -2, CON +2.	set	366
9528	4	Implosion Set	HP recovery +3.4%, Paralysis resistance +42%, STR -2, CON +2.	set	366
9528	5	Implosion Set	HP recovery +4%, Paralysis resistance +50%, STR -2, CON +2.	set	366
9528	6	Implosion Set	HP recovery +4.7%, Paralysis resistance +59%, STR -2, CON +2.	set	366
9529	1	Dark Dragon Set	P. Def. +1.8%, Max HP +103.	set	367
9529	2	Dark Dragon Set	P. Def. +2.6%, Max HP +147.	set	367
9529	3	Dark Dragon Set	P. Def. +3.6%, Max HP +200.	set	367
9529	4	Dark Dragon Set	P. Def. +4.4%, Max HP +250.	set	367
9529	5	Dark Dragon Set	P. Def. +5.2%, Max HP +294.	set	367
9529	6	Dark Dragon Set	P. Def. +6.2%, Max HP +347.	set	367
9530	1	Elven Vagian Set	Max HP +112, Breath +70, STR -3, CON +3.	set	368
9530	2	Elven Vagian Set	Max HP +160, Breath +100, STR -3, CON +3.	set	368
9530	3	Elven Vagian Set	Max HP +218, Breath +136, STR -3, CON +3.	set	368
9530	4	Elven Vagian Set	Max HP +272, Breath +170, STR -3, CON +3.	set	368
9530	5	Elven Vagian Set	Max HP +320, Breath +200, STR -3, CON +3.	set	368
9530	6	Elven Vagian Set	Max HP +378, Breath +236, STR -3, CON +3.	set	368
9531	1	Dark Vagian Set	Speed +2, HP regeneration +1.8%, STR +3, CON -1, DEX -2.	set	369
9531	2	Dark Vagian Set	Speed +4, HP regeneration +2.6%, STR +3, CON -1, DEX -2.	set	369
9531	3	Dark Vagian Set	Speed +5, HP regeneration +3.6%, STR +3, CON -1, DEX -2.	set	369
9531	4	Dark Vagian Set	Speed +6, HP regeneration +4.5%, STR +3, CON -1, DEX -2.	set	369
9531	5	Dark Vagian Set	Speed +7, HP regeneration +5.3%, STR +3, CON -1, DEX -2.	set	369
9531	6	Dark Vagian Set	Speed +8, HP regeneration +6.2%, STR +3, CON -1, DEX -2.	set	369
9532	1	Complete Set of Plate Set	P. Atk. +1.4%, Accuracy +1, Stun resistance +18%, STR +2, CON -2.	set	370
9532	2	Complete Set of Plate Set	P. Atk. +2%, Accuracy +2, Stun resistance +25%, STR +2, CON -2.	set	370
9532	3	Complete Set of Plate Set	P. Atk. +2.7%, Accuracy +2, Stun resistance +34%, STR +2, CON -2.	set	370
9532	4	Complete Set of Plate Set	P. Atk. +3.4%, Accuracy +3, Stun resistance +42%, STR +2, CON -2.	set	370
9532	5	Complete Set of Plate Set	P. Atk. +4%, Accuracy +3, Stun resistance +50%, STR +2, CON -2.	set	370
9532	6	Complete Set of Plate Set	P. Atk. +4.7%, Accuracy +4, Stun resistance +59%, STR +2, CON -2.	set	370
9533	1	Hell Set	Atk. Spd. +2.8%, Weight limit +2016, Poison resistance +28%, STR +2, CON -2.	set	371
9533	2	Hell Set	Atk. Spd. +4%, Weight limit +2880, Poison resistance +40%, STR +2, CON -2.	set	371
9533	3	Hell Set	Atk. Spd. +5.4%, Weight limit +3916, Poison resistance +54%, STR +2, CON -2.	set	371
9533	4	Hell Set	Atk. Spd. +6.8%, Weight limit +4895, Poison resistance +68%, STR +2, CON -2.	set	371
9533	5	Hell Set	Atk. Spd. +8%, Weight limit +5759, Poison resistance +80%, STR +2, CON -2.	set	371
9533	6	Hell Set	Atk. Spd. +9.4%, Weight limit +6796, Poison resistance +94%, STR +2, CON -2.	set	371
9534	1	Art of Set	P. Def. +2.8%, Max HP +156.	set	372
9534	2	Art of Set	P. Def. +4%, Max HP +222.	set	372
9534	3	Art of Set	P. Def. +5.4%, Max HP +303.	set	372
9534	4	Art of Set	P. Def. +6.8%, Max HP +378.	set	372
9534	5	Art of Set	P. Def. +8%, Max HP +445.	set	372
9534	6	Art of Set	P. Def. +9.4%, Max HP +525.	set	372
9535	1	Masterpiece Set	Max CP +81, CP regeneration +14%.	set	373
9535	2	Masterpiece Set	Max CP +116, CP regeneration +20%.	set	373
9535	3	Masterpiece Set	Max CP +158, CP regeneration +27.2%.	set	373
9535	4	Masterpiece Set	Max CP +197, CP regeneration +34%.	set	373
9535	5	Masterpiece Set	Max CP +232, CP regeneration +40%.	set	373
9535	6	Masterpiece Set	Max CP +274, CP regeneration +47.2%.	set	373
9536	1	Nightmare Heavy Set	P. Atk. +1.4%, Sleep resistance +24%, Root resistance +24%, CON +2, DEX -2.	set	374
9536	2	Nightmare Heavy Set	P. Atk. +2%, Sleep resistance +35%, Root resistance +35%, CON +2, DEX -2.	set	374
9536	3	Nightmare Heavy Set	P. Atk. +2.7%, Sleep resistance +48%, Root resistance +48%, CON +2, DEX -2.	set	374
9536	4	Nightmare Heavy Set	P. Atk. +3.4%, Sleep resistance +60%, Root resistance +60%, CON +2, DEX -2.	set	374
9536	5	Nightmare Heavy Set	P. Atk. +4%, Sleep resistance +70%, Root resistance +70%, CON +2, DEX -2.	set	374
9536	6	Nightmare Heavy Set	P. Atk. +4.7%, Sleep resistance +83%, Root resistance +83%, CON +2, DEX -2.	set	374
9537	1	Dragon Scale Set	HP recovery +1.4%, Paralysis resistance +18%, STR -2, CON +2.	set	375
9537	2	Dragon Scale Set	HP recovery +2%, Paralysis resistance +25%, STR -2, CON +2.	set	375
9537	3	Dragon Scale Set	HP recovery +2.7%, Paralysis resistance +34%, STR -2, CON +2.	set	375
9537	4	Dragon Scale Set	HP recovery +3.4%, Paralysis resistance +42%, STR -2, CON +2.	set	375
9537	5	Dragon Scale Set	HP recovery +4%, Paralysis resistance +50%, STR -2, CON +2.	set	375
9537	6	Dragon Scale Set	HP recovery +4.7%, Paralysis resistance +59%, STR -2, CON +2.	set	375
9538	1	Cotton Set	M. Def. +1.8%, Weight limit +2028.	set	390
9538	2	Cotton Set	M. Def. +2.6%, Weight limit +2898.	set	390
9538	3	Cotton Set	M. Def. +3.6%, Weight limit +3941.	set	390
9538	4	Cotton Set	M. Def. +4.5%, Weight limit +4926.	set	390
9538	5	Cotton Set	M. Def. +5.2%, Weight limit +5795.	set	390
9538	6	Cotton Set	M. Def. +6.2%, Weight limit +6838.	set	390
9539	1	Puma Skin Set	MP regeneration +2.8%, Max MP +78, MEN +2, WIT -2.	set	391
9539	2	Puma Skin Set	MP regeneration +4%, Max MP +111, MEN +2, WIT -2.	set	391
9539	3	Puma Skin Set	MP regeneration +5.4%, Max MP +151, MEN +2, WIT -2.	set	391
9539	4	Puma Skin Set	MP regeneration +6.8%, Max MP +189, MEN +2, WIT -2.	set	391
9539	5	Puma Skin Set	MP regeneration +8%, Max MP +222, MEN +2, WIT -2.	set	391
9539	6	Puma Skin Set	MP regeneration +9.4%, Max MP +262, MEN +2, WIT -2.	set	391
9540	1	Lion Skin Set	Max CP +68, CP regeneration +14%.	set	392
9540	2	Lion Skin Set	Max CP +98, CP regeneration +20%.	set	392
9540	3	Lion Skin Set	Max CP +133, CP regeneration +27.2%.	set	392
9540	4	Lion Skin Set	Max CP +166, CP regeneration +34%.	set	392
9540	5	Lion Skin Set	Max CP +195, CP regeneration +40%.	set	392
9540	6	Lion Skin Set	Max CP +230, CP regeneration +47.2%.	set	392
9541	1	Mithril Banded Set	M. Def. +1.4%, HP drain +1, DEX +1, CON -1.	set	393
9541	2	Mithril Banded Set	M. Def. +2%, HP drain +2, DEX +1, CON -1.	set	393
9541	3	Mithril Banded Set	M. Def. +2.7%, HP drain +2, DEX +1, CON -1.	set	393
9541	4	Mithril Banded Set	M. Def. +3.4%, HP drain +3, DEX +1, CON -1.	set	393
9541	5	Mithril Banded Set	M. Def. +4%, HP drain +3, DEX +1, CON -1.	set	393
9541	6	Mithril Banded Set	M. Def. +4.7%, HP drain +4, DEX +1, CON -1.	set	393
9542	1	Reinforced Leather Set	Max MP +56.	set	394
9542	2	Reinforced Leather Set	Max MP +80.	set	394
9542	3	Reinforced Leather Set	Max MP +109.	set	394
9542	4	Reinforced Leather Set	Max MP +136.	set	394
9542	5	Reinforced Leather Set	Max MP +160.	set	394
9542	6	Reinforced Leather Set	Max MP +189.	set	394
9543	1	Manticore Skin Set	Max MP +64.	set	395
9543	2	Manticore Skin Set	Max MP +92.	set	395
9543	3	Manticore Skin Set	Max MP +125.	set	395
9543	4	Manticore Skin Set	Max MP +156.	set	395
9543	5	Manticore Skin Set	Max MP +184.	set	395
9543	6	Manticore Skin Set	Max MP +217.	set	395
9544	1	Salamander Skin Set	Evasion +1.	set	396
9544	2	Salamander Skin Set	Evasion +2.	set	396
9544	3	Salamander Skin Set	Evasion +3.	set	396
9544	4	Salamander Skin Set	Evasion +3.	set	396
9544	5	Salamander Skin Set	Evasion +4.	set	396
9544	6	Salamander Skin Set	Evasion +5.	set	396
9545	1	Mithril Light Set	Evasion +2.	set	397
9545	2	Mithril Light Set	Evasion +3.	set	397
9545	3	Mithril Light Set	Evasion +4.	set	397
9545	4	Mithril Light Set	Evasion +5.	set	397
9545	5	Mithril Light Set	Evasion +6.	set	397
9545	6	Mithril Light Set	Evasion +7.	set	397
9546	1	Plated Leather Set	STR +4, CON -1.	set	398
9546	2	Plated Leather Set	STR +4, CON -1.	set	398
9546	3	Plated Leather Set	STR +4, CON -1.	set	398
9546	4	Plated Leather Set	STR +4, CON -1.	set	398
9546	5	Plated Leather Set	STR +4, CON -1.	set	398
9546	6	Plated Leather Set	STR +4, CON -1.	set	398
9547	1	Rind Leather Set	P. Def. +1.8%, Casting Spd. +5.2%.	set	399
9547	2	Rind Leather Set	P. Def. +2.6%, Casting Spd. +7.5%.	set	399
9547	3	Rind Leather Set	P. Def. +3.6%, Casting Spd. +10.2%.	set	399
9547	4	Rind Leather Set	P. Def. +4.4%, Casting Spd. +12.7%.	set	399
9547	5	Rind Leather Set	P. Def. +5.2%, Casting Spd. +15%.	set	399
9547	6	Rind Leather Set	P. Def. +6.2%, Casting Spd. +17.7%.	set	399
9548	1	Theca Leather Set	P. Def. +2.7%.	set	400
9548	2	Theca Leather Set	P. Def. +3.8%.	set	400
9548	3	Theca Leather Set	P. Def. +5.2%.	set	400
9548	4	Theca Leather Set	P. Def. +6.5%.	set	400
9548	5	Theca Leather Set	P. Def. +7.7%.	set	400
9548	6	Theca Leather Set	P. Def. +9.1%.	set	400
9549	1	Drake Leather Set	M. Def. +2.7%.	set	401
9549	2	Drake Leather Set	M. Def. +3.8%.	set	401
9549	3	Drake Leather Set	M. Def. +5.2%.	set	401
9549	4	Drake Leather Set	M. Def. +6.5%.	set	401
9549	5	Drake Leather Set	M. Def. +7.7%.	set	401
9549	6	Drake Leather Set	M. Def. +9.1%.	set	401
9550	1	Chain Mail of Silence Set	Atk. Spd. +1.4%, P. Atk. +1.4%, STR +1, CON -1.	set	402
9550	2	Chain Mail of Silence Set	Atk. Spd. +2%, P. Atk. +2%, STR +1, CON -1.	set	402
9550	3	Chain Mail of Silence Set	Atk. Spd. +2.7%, P. Atk. +2.7%, STR +1, CON -1.	set	402
9550	4	Chain Mail of Silence Set	Atk. Spd. +3.4%, P. Atk. +3.4%, STR +1, CON -1.	set	402
9550	5	Chain Mail of Silence Set	Atk. Spd. +4%, P. Atk. +4%, STR +1, CON -1.	set	402
9550	6	Chain Mail of Silence Set	Atk. Spd. +4.7%, P. Atk. +4.7%, STR +1, CON -1.	set	402
9551	1	Gust Chain Set	P. Atk. +2.8%, Max MP +84, Weight limit +2016.	set	403
9551	2	Gust Chain Set	P. Atk. +4%, Max MP +120, Weight limit +2880.	set	403
9551	3	Gust Chain Set	P. Atk. +5.4%, Max MP +163, Weight limit +3916.	set	403
9551	4	Gust Chain Set	P. Atk. +6.8%, Max MP +204, Weight limit +4895.	set	403
9551	5	Gust Chain Set	P. Atk. +8%, Max MP +240, Weight limit +5759.	set	403
9551	6	Gust Chain Set	P. Atk. +9.4%, Max MP +283, Weight limit +6796.	set	403
9552	1	Prairie Leather Set	M. Def. +1.8%, Weight limit +2028.	set	404
9552	2	Prairie Leather Set	M. Def. +2.6%, Weight limit +2898.	set	404
9552	3	Prairie Leather Set	M. Def. +3.6%, Weight limit +3941.	set	404
9552	4	Prairie Leather Set	M. Def. +4.5%, Weight limit +4926.	set	404
9552	5	Prairie Leather Set	M. Def. +5.2%, Weight limit +5795.	set	404
9552	6	Prairie Leather Set	M. Def. +6.2%, Weight limit +6838.	set	404
9553	1	Leather Armor of The Underworld Set	MP regeneration +2.8%, Max MP +78, MEN +2, WIT -2.	set	405
9553	2	Leather Armor of The Underworld Set	MP regeneration +4%, Max MP +111, MEN +2, WIT -2.	set	405
9553	3	Leather Armor of The Underworld Set	MP regeneration +5.4%, Max MP +151, MEN +2, WIT -2.	set	405
9553	4	Leather Armor of The Underworld Set	MP regeneration +6.8%, Max MP +189, MEN +2, WIT -2.	set	405
9553	5	Leather Armor of The Underworld Set	MP regeneration +8%, Max MP +222, MEN +2, WIT -2.	set	405
9553	6	Leather Armor of The Underworld Set	MP regeneration +9.4%, Max MP +262, MEN +2, WIT -2.	set	405
9554	1	Leather Suit of Concentration Set	Max CP +68, CP regeneration +14%.	set	406
9554	2	Leather Suit of Concentration Set	Max CP +98, CP regeneration +20%.	set	406
9554	3	Leather Suit of Concentration Set	Max CP +133, CP regeneration +27.2%.	set	406
9554	4	Leather Suit of Concentration Set	Max CP +166, CP regeneration +34%.	set	406
