"Id","Icon","Texture","Package","File"
"185","weapon_staff_of_mana_i00","weapon_staff_of_mana_i00","Icon.utx","weapon_staff_of_mana_i00.png"
"186","weapon_staff_of_magicpower_i00","weapon_staff_of_magicpower_i00","Icon.utx","weapon_staff_of_magicpower_i00.png"
"187","weapon_atuba_hammer_i00","weapon_atuba_hammer_i00","Icon.utx","weapon_atuba_hammer_i00.png"
"188","weapon_ghost_staff_i00","weapon_ghost_staff_i00","Icon.utx","weapon_ghost_staff_i00.png"
"189","weapon_life_stick_i00","weapon_life_stick_i00","Icon.utx","weapon_life_stick_i00.png"
"191","weapon_heavy_doom_hammer_i00","weapon_heavy_doom_hammer_i00","Icon.utx","weapon_heavy_doom_hammer_i00.png"
"192","weapon_crystal_staff_i00","weapon_crystal_staff_i00","Icon.utx","weapon_crystal_staff_i00.png"
"193","weapon_stick_of_faith_i00","weapon_stick_of_faith_i00","Icon.utx","weapon_stick_of_faith_i00.png"
"194","weapon_heavy_doom_axe_i00","weapon_heavy_doom_axe_i00","Icon.utx","weapon_heavy_doom_axe_i00.png"
"195","weapon_cursed_staff_i00","weapon_cursed_staff_i00","Icon.utx","weapon_cursed_staff_i00.png"
"196","weapon_stick_of_eternity_i00","weapon_stick_of_eternity_i00","Icon.utx","weapon_stick_of_eternity_i00.png"
"197","weapon_paradia_staff_i00","weapon_paradia_staff_i00","Icon.utx","weapon_paradia_staff_i00.png"
"198","weapon_inferno_staff_i00","weapon_inferno_staff_i00","Icon.utx","weapon_inferno_staff_i00.png"
"199","weapon_paagrio_hammer_i00","weapon_paagrio_hammer_i00","Icon.utx","weapon_paagrio_hammer_i00.png"
"200","weapon_sages_staff_i00","weapon_sages_staff_i00","Icon.utx","weapon_sages_staff_i00.png"
"201","weapon_club_of_nature_i00","weapon_club_of_nature_i00","Icon.utx","weapon_club_of_nature_i00.png"
"202","weapon_mace_of_underworld_i00","weapon_mace_of_underworld_i00","Icon.utx","weapon_mace_of_underworld_i00.png"
"203","weapon_paagrio_axe_i00","weapon_paagrio_axe_i00","Icon.utx","weapon_paagrio_axe_i00.png"
"204","weapon_deadmans_staff_i00","weapon_deadmans_staff_i00","Icon.utx","weapon_deadmans_staff_i00.png"
"205","weapon_ghouls_staff_i00","weapon_ghouls_staff_i00","Icon.utx","weapon_ghouls_staff_i00.png"
"206","weapon_demons_staff_i00","weapon_demons_staff_i00","Icon.utx","weapon_demons_staff_i00.png"
"210","weapon_staff_of_evil_sprit_i00","weapon_staff_of_evil_sprit_i00","Icon.utx","weapon_staff_of_evil_sprit_i00.png"
"212","weapon_dasparions_staff_i00","weapon_dasparions_staff_i00","Icon.utx","weapon_dasparions_staff_i00.png"
"213","weapon_worldtrees_branch_i00","weapon_worldtrees_branch_i00","Icon.utx","weapon_worldtrees_branch_i00.png"
"214","weapon_imperial_staff_i00","weapon_imperial_staff_i00","Icon.utx","weapon_imperial_staff_i00.png"
"215","weapon_doomed_dagger_i00","weapon_doomed_dagger_i00","Icon.utx","weapon_doomed_dagger_i00.png"
"216","weapon_dirk_i00","weapon_dirk_i00","Icon.utx","weapon_dirk_i00.png"
"217","weapon_shining_knife_i00","weapon_shining_knife_i00","Icon.utx","weapon_shining_knife_i00.png"
"218","weapon_throw_knife_i00","weapon_throw_knife_i00","Icon.utx","weapon_throw_knife_i00.png"
"219","weapon_sword_breaker_i00","weapon_sword_breaker_i00","Icon.utx","weapon_sword_breaker_i00.png"
"220","weapon_handiwork_dagger_i00","weapon_handiwork_dagger_i00","Icon.utx","weapon_handiwork_dagger_i00.png"
"221","weapon_assassin_knife_i00","weapon_assassin_knife_i00","Icon.utx","weapon_assassin_knife_i00.png"
"224","weapon_maingauche_i00","weapon_maingauche_i00","Icon.utx","weapon_maingauche_i00.png"
"225","weapon_mithril_dagger_i00","weapon_mithril_dagger_i00","Icon.utx","weapon_mithril_dagger_i00.png"
"226","weapon_cursed_dagger_i00","weapon_cursed_dagger_i00","Icon.utx","weapon_cursed_dagger_i00.png"
"227","weapon_stiletto_i00","weapon_stiletto_i00","Icon.utx","weapon_stiletto_i00.png"
"229","weapon_kris_i00","weapon_kris_i00","Icon.utx","weapon_kris_i00.png"
"231","weapon_grace_dagger_i00","weapon_grace_dagger_i00","Icon.utx","weapon_grace_dagger_i00.png"
"232","weapon_darkelven_dagger_i00","weapon_darkelven_dagger_i00","Icon.utx","weapon_darkelven_dagger_i00.png"
"233","weapon_dark_screamer_i00","weapon_dark_screamer_i00","Icon.utx","weapon_dark_screamer_i00.png"
"234","weapon_demons_sword_i00","weapon_demons_sword_i00","Icon.utx","weapon_demons_sword_i00.png"
"235","weapon_bloody_orchid_i00","weapon_bloody_orchid_i00","Icon.utx","weapon_bloody_orchid_i00.png"
"236","weapon_soul_separator_i00","weapon_soul_separator_i00","Icon.utx","weapon_soul_separator_i00.png"
"237","weapon_angel_slayer_i00","weapon_angel_slayer_i00","Icon.utx","weapon_angel_slayer_i00.png"
"238","weapon_dagger_of_mana_i00","weapon_dagger_of_mana_i00","Icon.utx","weapon_dagger_of_mana_i00.png"
"239","weapon_mystic_knife_i00","weapon_mystic_knife_i00","Icon.utx","weapon_mystic_knife_i00.png"
"241","weapon_knife_o","weapon_knife_o'_silenus_i00","Icon.utx","weapon_knife_o'_silenus_i00.png"
"242","weapon_dagger_of_magicflame_i00","weapon_dagger_of_magicflame_i00","Icon.utx","weapon_dagger_of_magicflame_i00.png"
"243","weapon_hell_knife_i00","weapon_hell_knife_i00","Icon.utx","weapon_hell_knife_i00.png"
"253","weapon_spike_glove_i00","weapon_spike_glove_i00","Icon.utx","weapon_spike_glove_i00.png"
"254","weapon_iron_glove_i00","weapon_iron_glove_i00","Icon.utx","weapon_iron_glove_i00.png"
"256","weapon_vipers_canine_i00","weapon_vipers_canine_i00","Icon.utx","weapon_vipers_canine_i00.png"
"258","weapon_baghnakh_i00","weapon_baghnakh_i00","Icon.utx","weapon_baghnakh_i00.png"
"259","weapon_single","weapon_single-edged_jamadhr_i00","Icon.utx","weapon_single-edged_jamadhr_i00.png"
"260","weapon_triple","weapon_triple-edged_jamadhr_i00","Icon.utx","weapon_triple-edged_jamadhr_i00.png"
"261","weapon_bichhwa_i00","weapon_bichhwa_i00","Icon.utx","weapon_bichhwa_i00.png"
"262","weapon_scallop_jamadhr_i00","weapon_scallop_jamadhr_i00","Icon.utx","weapon_scallop_jamadhr_i00.png"
"263","weapon_chakram_i00","weapon_chakram_i00","Icon.utx","weapon_chakram_i00.png"
"265","weapon_fist_blade_i00","weapon_fist_blade_i00","Icon.utx","weapon_fist_blade_i00.png"
"266","weapon_great_pata_i00","weapon_great_pata_i00","Icon.utx","weapon_great_pata_i00.png"
"267","weapon_arthro_nail_i00","weapon_arthro_nail_i00","Icon.utx","weapon_arthro_nail_i00.png"
"268","weapon_bellion_cestus_i00","weapon_bellion_cestus_i00","Icon.utx","weapon_bellion_cestus_i00.png"
"269","weapon_blood_tornado_i00","weapon_blood_tornado_i00","Icon.utx","weapon_blood_tornado_i00.png"
"270","weapon_dragon_grinder_i00","weapon_dragon_grinder_i00","Icon.utx","weapon_dragon_grinder_i00.png"
"271","weapon_hunting_bow_i00","weapon_hunting_bow_i00","Icon.utx","weapon_hunting_bow_i00.png"
"272","weapon_short_bow_i00","weapon_short_bow_i00","Icon.utx","weapon_short_bow_i00.png"
"273","weapon_composition_bow_i00","weapon_composition_bow_i00","Icon.utx","weapon_composition_bow_i00.png"
"274","weapon_strengthening_bow_i00","weapon_strengthening_bow_i00","Icon.utx","weapon_strengthening_bow_i00.png"
"275","weapon_long_bow_i00","weapon_long_bow_i00","Icon.utx","weapon_long_bow_i00.png"
"276","weapon_elven_bow_i00","weapon_elven_bow_i00","Icon.utx","weapon_elven_bow_i00.png"
"277","weapon_dark_elven_bow_i00","weapon_dark_elven_bow_i00","Icon.utx","weapon_dark_elven_bow_i00.png"
"278","weapon_gastraphetes_i00","weapon_gastraphetes_i00","Icon.utx","weapon_gastraphetes_i00.png"
"279","weapon_strengthening_long_bow_i00","weapon_strengthening_long_bow_i00","Icon.utx","weapon_strengthening_long_bow_i00.png"
"280","weapon_cyclone_bow_i00","weapon_cyclone_bow_i00","Icon.utx","weapon_cyclone_bow_i00.png"
"281","weapon_crystallized_ice_bow_i00","weapon_crystallized_ice_bow_i00","Icon.utx","weapon_crystallized_ice_bow_i00.png"
"282","weapon_elemental_bow_i00","weapon_elemental_bow_i00","Icon.utx","weapon_elemental_bow_i00.png"
"283","weapon_akat_long_bow_i00","weapon_akat_long_bow_i00","Icon.utx","weapon_akat_long_bow_i00.png"
"284","weapon_dark_elven_long_bow_i00","weapon_dark_elven_long_bow_i00","Icon.utx","weapon_dark_elven_long_bow_i00.png"
"285","weapon_noble_elven_bow_i00","weapon_noble_elven_bow_i00","Icon.utx","weapon_noble_elven_bow_i00.png"
"286","weapon_eminence_bow_i00","weapon_eminence_bow_i00","Icon.utx","weapon_eminence_bow_i00.png"
"287","weapon_hazard_bow_i00","weapon_hazard_bow_i00","Icon.utx","weapon_hazard_bow_i00.png"
"288","weapon_carnium_bow_i00","weapon_carnium_bow_i00","Icon.utx","weapon_carnium_bow_i00.png"
"289","weapon_soul_bow_i00","weapon_soul_bow_i00","Icon.utx","weapon_soul_bow_i00.png"
"290","weapon_shining_bow_i00","weapon_shining_bow_i00","Icon.utx","weapon_shining_bow_i00.png"
"291","weapon_trident_i00","weapon_trident_i00","Icon.utx","weapon_trident_i00.png"
"292","weapon_pike_i00","weapon_pike_i00","Icon.utx","weapon_pike_i00.png"
"293","weapon_war_hammer_i00","weapon_war_hammer_i00","Icon.utx","weapon_war_hammer_i00.png"
"294","weapon_hammer_in_flames_i00","weapon_hammer_in_flames_i00","Icon.utx","weapon_hammer_in_flames_i00.png"
"295","weapon_dwarven_trident_i00","weapon_dwarven_trident_i00","Icon.utx","weapon_dwarven_trident_i00.png"
"296","weapon_dwarven_pike_i00","weapon_dwarven_pike_i00","Icon.utx","weapon_dwarven_pike_i00.png"
"297","weapon_glaive_i00","weapon_glaive_i00","Icon.utx","weapon_glaive_i00.png"
"299","weapon_orcish_poleaxe_i00","weapon_orcish_poleaxe_i00","Icon.utx","weapon_orcish_poleaxe_i00.png"
"300","weapon_great_axe_i00","weapon_great_axe_i00","Icon.utx","weapon_great_axe_i00.png"
"301","weapon_scorpion_i00","weapon_scorpion_i00","Icon.utx","weapon_scorpion_i00.png"
"302","weapon_body_slasher_i00","weapon_body_slasher_i00","Icon.utx","weapon_body_slasher_i00.png"
"303","weapon_widow_maker_i00","weapon_widow_maker_i00","Icon.utx","weapon_widow_maker_i00.png"
"304","weapon_orcish_halbard_i00","weapon_orcish_halbard_i00","Icon.utx","weapon_orcish_halbard_i00.png"
"305","weapon_tallum_glaive_i00","weapon_tallum_glaive_i00","Icon.utx","weapon_tallum_glaive_i00.png"
"306","weapon_dragon_hunter_axe_i00","weapon_dragon_hunter_axe_i00","Icon.utx","weapon_dragon_hunter_axe_i00.png"
"307","weapon_saint_spear_i00","weapon_saint_spear_i00","Icon.utx","weapon_saint_spear_i00.png"
"308","weapon_buffalo_horn_i00","weapon_buffalo_horn_i00","Icon.utx","weapon_buffalo_horn_i00.png"
"309","weapon_tears_of_eva_i00","weapon_tears_of_eva_i00","Icon.utx","weapon_tears_of_eva_i00.png"
"311","weapon_crucifix_of_blessing_i00","weapon_crucifix_of_blessing_i00","Icon.utx","weapon_crucifix_of_blessing_i00.png"
"312","weapon_branch_of_life_i00","weapon_branch_of_life_i00","Icon.utx","weapon_branch_of_life_i00.png"
"313","weapon_temptation_of_abyss_i00","weapon_temptation_of_abyss_i00","Icon.utx","weapon_temptation_of_abyss_i00.png"
"314","weapon_proof_of_revenge_i00","weapon_proof_of_revenge_i00","Icon.utx","weapon_proof_of_revenge_i00.png"
"315","weapon_divine_tome_i00","weapon_divine_tome_i00","Icon.utx","weapon_divine_tome_i00.png"
"316","weapon_blood_of_saints_i00","weapon_blood_of_saints_i00","Icon.utx","weapon_blood_of_saints_i00.png"
"317","weapon_tome_of_blood_i00","weapon_tome_of_blood_i00","Icon.utx","weapon_tome_of_blood_i00.png"
"318","weapon_crucifix_of_blood_i00","weapon_crucifix_of_blood_i00","Icon.utx","weapon_crucifix_of_blood_i00.png"
"321","weapon_demon_fangs_i00","weapon_demon_fangs_i00","Icon.utx","weapon_demon_fangs_i00.png"
"325","weapon_horn_of_glory_i00","weapon_horn_of_glory_i00","Icon.utx","weapon_horn_of_glory_i00.png"
"326","weapon_heathens_book_i00","weapon_heathens_book_i00","Icon.utx","weapon_heathens_book_i00.png"
"946","weapon_dagger_i00","weapon_dagger_i00","Icon.utx","weapon_dagger_i00.png"
"981","weapon_brandish_i00","weapon_brandish_i00","Icon.utx","weapon_brandish_i00.png"
"1299","weapon_2hs03","weapon_2hs03","Icon.utx","weapon_2hs03.png"
"2368","weapon_training_gloves_i00","weapon_training_gloves_i00","Icon.utx","weapon_training_gloves_i00.png"
"2369","weapon_squires_sword_i00","weapon_squires_sword_i00","Icon.utx","weapon_squires_sword_i00.png"
"2499","weapon_elven_long_sword_i00","weapon_elven_long_sword_i00","Icon.utx","weapon_elven_long_sword_i00.png"
"2500","weapon_dark_legions_edge_i00","weapon_dark_legions_edge_i00","Icon.utx","weapon_dark_legions_edge_i00.png"
"2502","weapon_dwarven_warhammer_i00","weapon_dwarven_warhammer_i00","Icon.utx","weapon_dwarven_warhammer_i00.png"
"2503","weapon_yaksa_mace_i00","weapon_yaksa_mace_i00","Icon.utx","weapon_yaksa_mace_i00.png"
"2504","weapon_meteor_shower_i00","weapon_meteor_shower_i00","Icon.utx","weapon_meteor_shower_i00.png"
"2525","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2526","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2527","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2528","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2530","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2531","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2532","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2533","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2534","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2535","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2537","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2538","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2539","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2540","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2541","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2543","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2544","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2545","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2546","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2548","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2549","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2550","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2555","weapon_dual_sword_i006","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2556","weapon_dual_sword_i006","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2557","weapon_dual_sword_i006","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2558","weapon_dual_sword_i00F","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2559","weapon_dual_sword_i00F","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2560","weapon_dual_sword_i00","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2561","weapon_dual_sword_i008","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2564","weapon_dual_sword_i008","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2565","weapon_dual_sword_i008","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2566","weapon_dual_sword_i008","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2567","weapon_dual_sword_i008","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2569","weapon_dual_sword_i008","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2570","weapon_dual_sword_i008","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
"2571","weapon_dual_sword_i008","weapon_dual_sword_i00","Icon.utx","weapon_dual_sword_i00.png"
